identifiedby_att,correto?,probabilidade_corretude,nome_real,scientificname
R. Callejas Posada,1,0.3481570883814911,Peperomia macrostachya,Peperomia macrostachya
"Callejas, R",0,0.3765992969677145,Piper,Piper curtistilum
"Guimarães, EF",1,0.5514097200479395,Peperomia elongata,Peperomia elongata
"Callejas, R",0,0.3765992969677145,Piper,Piper asterotrichum
"Guimarães, EF",0,0.5514097200479395,Piper,Piper goesii
"Guimarães, EF",0,0.5514097200479395,Piper amalago,Piper amalago medium
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia nitida,Peperomia nitida
T. G. Yuncker,1,0.3560215930235693,Peperomia galioides,Peperomia galioides
"Guimarães, EF",1,0.5514097200479395,Peperomia alata,Peperomia alata
"Machado-Silva, T.",1,0.9143551340758224,Peperomia delicatula,Peperomia delicatula
R. Callejas Posada,0,0.3481570883814911,Piper arboreum,Piper arboreum latifolium
George Azevedo de Queiroz,1,0.45407715773045076,Piper cernuum,Piper cernuum
"Guimarães, EF",1,0.5514097200479395,Piper marginatum,Piper marginatum
"Carvalho-Silva, M",1,0.6647044240526462,Piper arboreum,Piper arboreum
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia galioides,Peperomia galioides
"Guimarães, EF",1,0.5514097200479395,Piper macedoi,Piper macedoi
"Guimarães, EF",1,0.5514097200479395,Piper solmsianum,Piper solmsianum
M. Carvalho-Silva,1,0.6398998245225979,Peperomia blanda,Peperomia blanda
M. Carvalho-Silva,1,0.6398998245225979,Piper regnellii,Piper regnellii
"Callejas, R",1,0.3765992969677145,Peperomia glabella,Peperomia glabella
R. Callejas Posada,0,0.3481570883814911,Piper,Piper substilosum
"Guimarães, EF",1,0.5514097200479395,Piper amalago,Piper amalago
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia tetraphylla,Peperomia tetraphylla
D. Monteiro,0,0.6345303638176161,Piper,Piper chimonanthifolium
R. Callejas Posada,0,0.3481570883814911,Piper,Piper gigantifolium
"Machado-Silva, T.",1,0.9143551340758224,Peperomia blanda,Peperomia blanda
M. Carvalho-Silva,1,0.6398998245225979,Peperomia corcovadensis,Peperomia corcovadensis
"Callejas, R",0,0.3765992969677145,Piper,Piper pilirameum
"Guimarães, EF",1,0.5514097200479395,Piper anisum,Piper anisum
M. Carvalho-Silva,1,0.6398998245225979,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5514097200479395,Peperomia urocarpa,Peperomia urocarpa
"Callejas, R",1,0.3765992969677145,Piper aduncum,Piper aduncum
R. Callejas Posada,1,0.3481570883814911,Piper mollicomum,Piper mollicomum
T. G. Yuncker,1,0.3560215930235693,Piper lhotzkyanum,Piper lhotzkyanum
"Guimarães, EF",1,0.5514097200479395,Piper miquelianum,Piper miquelianum
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia tetraphylla,Peperomia tetraphylla
D. Monteiro,1,0.6345303638176161,Piper tectoniifolium,Piper tectoniifolium
M. Carvalho-Silva,1,0.6398998245225979,Peperomia martiana,Peperomia martiana
"Guimarães, EF",0,0.5514097200479395,Piper,Piper hayneanum
"Guimarães, EF",1,0.5514097200479395,Piper aduncum,Piper aduncum
"Callejas, R",1,0.3765992969677145,Peperomia glabella,Peperomia glabella
"Callejas, R",1,0.3765992969677145,Peperomia nitida,Peperomia nitida
"Marcusso, GM",0,0.49650351640644386,Piper arboreum,Piper arboreum hirtellum
M. Carvalho-Silva,1,0.6398998245225979,Piper lhotzkyanum,Piper lhotzkyanum
"Guimarães, EF",1,0.5514097200479395,Peperomia circinnata,Peperomia circinnata
R. Callejas Posada,0,0.3481570883814911,Piper corcovadensis,Piper corcovadensis blanchetii
"Carvalho-Silva, M",1,0.6647044240526462,Piper hispidum,Piper hispidum
"Guimarães, EF",0,0.5514097200479395,Piper arboreum,Piper arboreum arboreum
T. G. Yuncker,1,0.3560215930235693,Piper mollicomum,Piper mollicomum
M. Carvalho-Silva,1,0.6398998245225979,Peperomia obtusifolia,Peperomia obtusifolia
M. Carvalho-Silva,1,0.6398998245225979,Peperomia urocarpa,Peperomia urocarpa
"Marcusso, GM",1,0.49650351640644386,Peperomia urocarpa,Peperomia urocarpa
George Azevedo de Queiroz,1,0.45407715773045076,Piper amalago,Piper amalago
"Guimarães, EF",1,0.5514097200479395,Peperomia rubricaulis,Peperomia rubricaulis
"Marcusso, GM",1,0.49650351640644386,Peperomia catharinae,Peperomia catharinae
"Guimarães, EF",1,0.5514097200479395,Piper amalago,Piper amalago
R. Callejas Posada,1,0.3481570883814911,Piper manausense,Piper manausense
"Guimarães, EF",1,0.5514097200479395,Piper gaudichaudianum,Piper gaudichaudianum
R. Callejas Posada,0,0.3481570883814911,Piper,Piper capitarianum
T. G. Yuncker,1,0.3560215930235693,Piper xylosteoides,Piper xylosteoides
T. G. Yuncker,1,0.3560215930235693,Peperomia glabella,Peperomia glabella
"Callejas, R",1,0.3765992969677145,Piper arboreum,Piper arboreum
D. Monteiro,1,0.6345303638176161,Peperomia urocarpa,Peperomia urocarpa
"Carvalho-Silva, M",1,0.6647044240526462,Piper mollicomum,Piper mollicomum
"Guimarães, EF",1,0.5514097200479395,Piper divaricatum,Piper divaricatum
R. Callejas Posada,0,0.3481570883814911,Peperomia,Peperomia cardenasii
"Guimarães, EF",1,0.5514097200479395,Piper tectoniifolium,Piper tectoniifolium
"Guimarães, EF",1,0.5514097200479395,Piper fuligineum,Piper fuligineum
D. Monteiro,1,0.6345303638176161,Piper umbellatum,Piper umbellatum
R. Callejas Posada,0,0.3481570883814911,Piper arboreum,Piper arboreum latifolium
"Carvalho-Silva, M",1,0.6647044240526462,Piper cernuum,Piper cernuum
"Guimarães, EF",1,0.5514097200479395,Peperomia rotundifolia,Peperomia rotundifolia
"Carvalho-Silva, M",1,0.6647044240526462,Piper anisum,Piper anisum
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia oreophila,Peperomia oreophila
"Machado-Silva, T.",1,0.9143551340758224,Peperomia alata,Peperomia alata
"Guimarães, EF",0,0.5514097200479395,Piper arboreum,Piper arboreum arboreum
"Guimarães, EF",1,0.5514097200479395,Piper marginatum,Piper marginatum
George Azevedo de Queiroz,1,0.45407715773045076,Piper mollicomum,Piper mollicomum
R. Callejas Posada,1,0.3481570883814911,Piper aduncum,Piper aduncum
T. G. Yuncker,0,0.3560215930235693,Peperomia pereskiaefolia,Peperomia pereskiifolia
"Machado-Silva, T.",1,0.9143551340758224,Piper miquelianum,Piper miquelianum
"Guimarães, EF",1,0.5514097200479395,Piper corcovadensis,Piper corcovadensis
"Guimarães, EF",1,0.5514097200479395,Piper richardiifolium,Piper richardiifolium
"Guimarães, EF",1,0.5514097200479395,Piper xylosteoides,Piper xylosteoides
"Marcusso, GM",1,0.49650351640644386,Peperomia uaupesensis,Peperomia uaupesensis
"Guimarães, EF",1,0.5514097200479395,Piper arboreum,Piper arboreum
"Carvalho-Silva, M",1,0.6647044240526462,Piper tectoniifolium,Piper tectoniifolium
M. Carvalho-Silva,1,0.6398998245225979,Peperomia blanda,Peperomia blanda
"Machado-Silva, T.",1,0.9143551340758224,Peperomia psilostachya,Peperomia psilostachya
"Callejas, R",1,0.3765992969677145,Peperomia loxensis,Peperomia loxensis
"Guimarães, EF",0,0.5514097200479395,Peperomia pereskiaefolia,Peperomia pereskiifolia
George Azevedo de Queiroz,1,0.45407715773045076,Piper hoffmannseggianum,Piper hoffmannseggianum
"Guimarães, EF",0,0.5514097200479395,Piper,Piper lucaeanum
M. Carvalho-Silva,1,0.6398998245225979,Piper crassinervium,Piper crassinervium
R. Callejas Posada,0,0.3481570883814911,Piper corcovadensis,Piper corcovadensis blanchetii
D. Monteiro,1,0.6345303638176161,Peperomia macrostachya,Peperomia macrostachya
"Callejas, R",0,0.3765992969677145,Piper,Piper leptostachyum
T. G. Yuncker,1,0.3560215930235693,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5514097200479395,Peperomia alata,Peperomia alata
R. Callejas Posada,0,0.3481570883814911,Piper,Piper glabrescens
George Azevedo de Queiroz,1,0.45407715773045076,Piper aduncum,Piper aduncum
George Azevedo de Queiroz,0,0.45407715773045076,Piper,Piper lepturum angustifolium
"Carvalho-Silva, M",1,0.6647044240526462,Piper fuligineum,Piper fuligineum
"Guimarães, EF",1,0.5514097200479395,Piper miquelianum,Piper miquelianum
"Guimarães, EF",1,0.5514097200479395,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5514097200479395,Piper rivinoides,Piper rivinoides
"Marcusso, GM",1,0.49650351640644386,Piper peltatum,Piper peltatum
"Guimarães, EF",1,0.5514097200479395,Peperomia glabella,Peperomia glabella
"Guimarães, EF",1,0.5514097200479395,Piper caldense,Piper caldense
"Guimarães, EF",1,0.5514097200479395,Piper glabratum,Piper glabratum
"Guimarães, EF",0,0.5514097200479395,Piper amalago,Piper amalago medium
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia glabella,Peperomia glabella
"Callejas, R",1,0.3765992969677145,Peperomia quadrangularis,Peperomia quadrangularis
"Machado-Silva, T.",1,0.9143551340758224,Peperomia catharinae,Peperomia catharinae
R. Callejas Posada,0,0.3481570883814911,Piper,Piper hispidinervum
T. G. Yuncker,0,0.3560215930235693,Peperomia rubricaulis,Peperomia rubricaulis var.parvifolia
R. Callejas Posada,1,0.3481570883814911,Peperomia macrostachya,Peperomia macrostachya
"Callejas, R",0,0.3765992969677145,Piper,Piper lineatum
T. G. Yuncker,1,0.3560215930235693,Peperomia pellucida,Peperomia pellucida
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia urocarpa,Peperomia urocarpa
"Machado-Silva, T.",1,0.9143551340758224,Peperomia alata,Peperomia alata
"Marcusso, GM",1,0.49650351640644386,Piper amalago,Piper amalago
"Carvalho-Silva, M",1,0.6647044240526462,Piper caldense,Piper caldense
"Callejas, R",1,0.3765992969677145,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5514097200479395,Peperomia glazioui,Peperomia glazioui
M. Carvalho-Silva,1,0.6398998245225979,Piper caldense,Piper caldense
"Guimarães, EF",0,0.5514097200479395,Piper,Piper humillimum
D. Monteiro,1,0.6345303638176161,Peperomia corcovadensis,Peperomia corcovadensis
"Callejas, R",1,0.3765992969677145,Piper cernuum,Piper cernuum
T. G. Yuncker,1,0.3560215930235693,Peperomia subretusa,Peperomia subretusa
"Callejas, R",0,0.3765992969677145,Piper ovatum,Piper ovatum boucheanum
George Azevedo de Queiroz,1,0.45407715773045076,Peperomia serpens,Peperomia serpens
"Carvalho-Silva, M",0,0.6647044240526462,Piper arboreum,Piper arboreum arboreum
T. G. Yuncker,0,0.3560215930235693,Piper,Piper reitzii
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia arifolia,Peperomia arifolia
George Azevedo de Queiroz,1,0.45407715773045076,Piper amplum,Piper amplum
T. G. Yuncker,0,0.3560215930235693,Piper cernuum,Piper cernuum glabricaule
"Guimarães, EF",0,0.5514097200479395,Piper,Piper anostachyum
"Callejas, R",0,0.3765992969677145,Piper aduncum,Piper
"Carvalho-Silva, M",1,0.6647044240526462,Piper arboreum,Piper arboreum
"Callejas, R",1,0.3765992969677145,Peperomia tetraphylla,Peperomia tetraphylla
"Machado-Silva, T.",1,0.9143551340758224,Peperomia trineuroides,Peperomia trineuroides
"Callejas, R",1,0.3765992969677145,Piper hispidum,Piper hispidum
"Guimarães, EF",1,0.5514097200479395,Peperomia pellucida,Peperomia pellucida
M. Carvalho-Silva,1,0.6398998245225979,Piper caldense,Piper caldense
T. G. Yuncker,1,0.3560215930235693,Piper xylosteoides,Piper xylosteoides
T. G. Yuncker,1,0.3560215930235693,Piper glabratum,Piper glabratum
T. G. Yuncker,1,0.3560215930235693,Piper caldense,Piper caldense
"Guimarães, EF",1,0.5514097200479395,Piper amalago,Piper amalago
"Marcusso, GM",0,0.49650351640644386,Piper,Piper humillimum
"Callejas, R",1,0.3765992969677145,Piper aduncum,Piper aduncum
George Azevedo de Queiroz,1,0.45407715773045076,Peperomia urocarpa,Peperomia urocarpa
R. Callejas Posada,1,0.3481570883814911,Piper manausense,Piper manausense
"Guimarães, EF",1,0.5514097200479395,Peperomia trinervis,Peperomia trinervis
"Marcusso, GM",1,0.49650351640644386,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5514097200479395,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5514097200479395,Peperomia alata,Peperomia alata
R. Callejas Posada,1,0.3481570883814911,Piper anisum,Piper anisum
D. Monteiro,1,0.6345303638176161,Peperomia rotundifolia,Peperomia rotundifolia
"Guimarães, EF",1,0.5514097200479395,Piper amalago,Piper amalago
T. G. Yuncker,1,0.3560215930235693,Piper anonifolium,Piper anonifolium
"Guimarães, EF",0,0.5514097200479395,Piper,Piper sebastianum
R. Callejas Posada,0,0.3481570883814911,Piper,Piper fonteboanum
M. Carvalho-Silva,1,0.6398998245225979,Piper xylosteoides,Piper xylosteoides
"Callejas, R",0,0.3765992969677145,Piper,Piper hispidinervium
"Callejas, R",1,0.3765992969677145,Piper glabratum,Piper glabratum
"Guimarães, EF",0,0.5514097200479395,Peperomia hispidula,Peperomia hispidula sellowiana
"Callejas, R",1,0.3765992969677145,Piper dilatatum,Piper dilatatum
"Guimarães, EF",1,0.5514097200479395,Piper peltatum,Piper peltatum
"Callejas, R",0,0.3765992969677145,Piper,Piper cachimboense
"Carvalho-Silva, M",0,0.6647044240526462,Peperomia,Peperomia schwackei
"Machado-Silva, T.",1,0.9143551340758224,Peperomia corcovadensis,Peperomia corcovadensis
"Callejas, R",0,0.3765992969677145,Piper,Piper brasiliense
D. Monteiro,1,0.6345303638176161,Peperomia castelosensis,Peperomia castelosensis
"Guimarães, EF",1,0.5514097200479395,Peperomia hilariana,Peperomia hilariana
D. Monteiro,1,0.6345303638176161,Piper miquelianum,Piper miquelianum
"Guimarães, EF",1,0.5514097200479395,Peperomia urocarpa,Peperomia urocarpa
"Callejas, R",1,0.3765992969677145,Piper dilatatum,Piper dilatatum
R. Callejas Posada,0,0.3481570883814911,Piper,Piper enckea
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia tetraphylla,Peperomia tetraphylla
M. Carvalho-Silva,1,0.6398998245225979,Piper tuberculatum,Piper tuberculatum
"Guimarães, EF",1,0.5514097200479395,Piper tuberculatum,Piper tuberculatum
T. G. Yuncker,1,0.3560215930235693,Peperomia urocarpa,Peperomia urocarpa
"Guimarães, EF",1,0.5514097200479395,Piper amalago,Piper amalago
M. Carvalho-Silva,1,0.6398998245225979,Peperomia macrostachya,Peperomia macrostachya
"Carvalho-Silva, M",1,0.6647044240526462,Piper fuligineum,Piper fuligineum
"Guimarães, EF",0,0.5514097200479395,Ottonia,Ottonia leptostachya
"Machado-Silva, T.",1,0.9143551340758224,Peperomia barbarana,Peperomia barbarana
"Guimarães, EF",1,0.5514097200479395,Peperomia armondii,Peperomia armondii
"Machado-Silva, T.",1,0.9143551340758224,Peperomia balansana,Peperomia balansana
M. Carvalho-Silva,1,0.6398998245225979,Piper tuberculatum,Piper tuberculatum
"Guimarães, EF",1,0.5514097200479395,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5514097200479395,Peperomia urocarpa,Peperomia urocarpa
R. Callejas Posada,1,0.3481570883814911,Piper peltatum,Piper peltatum
D. Monteiro,1,0.6345303638176161,Piper dilatatum,Piper dilatatum
R. Callejas Posada,1,0.3481570883814911,Peperomia elongata,Peperomia elongata
"Machado-Silva, T.",1,0.9143551340758224,Peperomia urocarpa,Peperomia urocarpa
"Callejas, R",0,0.3765992969677145,Piper,Piper piresii
M. Carvalho-Silva,1,0.6398998245225979,Piper aduncum,Piper aduncum
George Azevedo de Queiroz,1,0.45407715773045076,Peperomia rubricaulis,Peperomia rubricaulis
George Azevedo de Queiroz,1,0.45407715773045076,Peperomia urocarpa,Peperomia urocarpa
"Callejas, R",1,0.3765992969677145,Peperomia glabella,Peperomia glabella
"Callejas, R",0,0.3765992969677145,Piper,Piper aequale
D. Monteiro,1,0.6345303638176161,Peperomia campinasana,Peperomia campinasana
"Callejas, R",0,0.3765992969677145,Piper,Piper piresii
"Callejas, R",1,0.3765992969677145,Piper bartlingianum,Piper bartlingianum
"Machado-Silva, T.",1,0.9143551340758224,Peperomia rotundifolia,Peperomia rotundifolia
R. Callejas Posada,1,0.3481570883814911,Piper obliquum,Piper obliquum
"Carvalho-Silva, M",1,0.6647044240526462,Piper caldense,Piper caldense
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia tetraphylla,Peperomia tetraphylla
"Carvalho-Silva, M",0,0.6647044240526462,Piper,Piper klotzschianum
"Guimarães, EF",1,0.5514097200479395,Piper arboreum,Piper arboreum
"Marcusso, GM",1,0.49650351640644386,Peperomia angustata,Peperomia angustata
T. G. Yuncker,1,0.3560215930235693,Piper aduncum,Piper aduncum
"Guimarães, EF",1,0.5514097200479395,Piper tectoniifolium,Piper tectoniifolium
R. Callejas Posada,0,0.3481570883814911,Piper,Piper brasiliense
"Guimarães, EF",1,0.5514097200479395,Piper fuligineum,Piper fuligineum
"Carvalho-Silva, M",1,0.6647044240526462,Piper dilatatum,Piper dilatatum
"Guimarães, EF",0,0.5514097200479395,Piper,Piper mourai
"Guimarães, EF",1,0.5514097200479395,Piper crassinervium,Piper crassinervium
T. G. Yuncker,0,0.3560215930235693,Peperomia tetraphylla,Peperomia tetraphylla tenera
George Azevedo de Queiroz,1,0.45407715773045076,Piper hoffmannseggianum,Piper hoffmannseggianum
R. Callejas Posada,0,0.3481570883814911,Piper,Piper subsilvestre
"Callejas, R",1,0.3765992969677145,Piper mollicomum,Piper mollicomum
T. G. Yuncker,1,0.3560215930235693,Peperomia duartei,Peperomia duartei
"Callejas, R",1,0.3765992969677145,Piper xylosteoides,Piper xylosteoides
R. Callejas Posada,0,0.3481570883814911,Piper,Piper caldasianum
"Guimarães, EF",0,0.5514097200479395,Piper,Piper lucaeanum grandifolium
R. Callejas Posada,1,0.3481570883814911,Piper lhotzkyanum,Piper lhotzkyanum
"Callejas, R",1,0.3765992969677145,Piper hispidum,Piper hispidum
T. G. Yuncker,0,0.3560215930235693,Piper,Piper ovalifolium
"Guimarães, EF",1,0.5514097200479395,Peperomia rubricaulis,Peperomia rubricaulis
"Marcusso, GM",1,0.49650351640644386,Peperomia rotundifolia,Peperomia rotundifolia
"Carvalho-Silva, M",1,0.6647044240526462,Piper arboreum,Piper arboreum
"Guimarães, EF",1,0.5514097200479395,Piper anisum,Piper anisum
"Guimarães, EF",0,0.5514097200479395,Piper,Piper snethlagei
"Machado-Silva, T.",1,0.9143551340758224,Peperomia arifolia,Peperomia arifolia
T. G. Yuncker,1,0.3560215930235693,Piper divaricatum,Piper divaricatum
"Guimarães, EF",1,0.5514097200479395,Piper bartlingianum,Piper bartlingianum
T. G. Yuncker,0,0.3560215930235693,Piper,Piper bracteosum
"Guimarães, EF",0,0.5514097200479395,Piper,Piper viminifolium
T. G. Yuncker,1,0.3560215930235693,Peperomia barbarana,Peperomia barbarana
D. Monteiro,1,0.6345303638176161,Piper amalago,Piper amalago
"Callejas, R",1,0.3765992969677145,Piper arboreum,Piper arboreum
"Callejas, R",1,0.3765992969677145,Piper arboreum,Piper arboreum
M. Carvalho-Silva,1,0.6398998245225979,Piper tectoniifolium,Piper tectoniifolium
"Guimarães, EF",1,0.5514097200479395,Piper arboreum,Piper arboreum
"Guimarães, EF",0,0.5514097200479395,Piper,Piper pubisubmarginalum
"Marcusso, GM",0,0.49650351640644386,Piper,Piper nematanthera
"Guimarães, EF",1,0.5514097200479395,Peperomia tetraphylla,Peperomia tetraphylla
D. Monteiro,1,0.6345303638176161,Piper miquelianum,Piper miquelianum
M. Carvalho-Silva,1,0.6398998245225979,Piper vicosanum,Piper vicosanum
"Guimarães, EF",1,0.5514097200479395,Piper miquelianum,Piper miquelianum
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia campinasana,Peperomia campinasana
"Callejas, R",1,0.3765992969677145,Piper hispidum,Piper hispidum
R. Callejas Posada,1,0.3481570883814911,Piper glabratum,Piper glabratum
"Machado-Silva, T.",1,0.9143551340758224,Peperomia barbarana,Peperomia barbarana
"Callejas, R",1,0.3765992969677145,Piper hostmannianum,Piper hostmannianum
R. Callejas Posada,1,0.3481570883814911,Piper aleyreanum,Piper aleyreanum
R. Callejas Posada,1,0.3481570883814911,Peperomia macrostachya,Peperomia macrostachya
"Guimarães, EF",1,0.5514097200479395,Piper xylosteoides,Piper xylosteoides
"Callejas, R",1,0.3765992969677145,Piper anisum,Piper anisum
"Marcusso, GM",0,0.49650351640644386,Piper,Piper amapense
"Machado-Silva, T.",1,0.9143551340758224,Peperomia subrubrispica,Peperomia subrubrispica
T. G. Yuncker,1,0.3560215930235693,Piper fuligineum,Piper fuligineum
"Guimarães, EF",0,0.5514097200479395,Piper corcovadensis,Piper corcovadensis longiracemosum
R. Callejas Posada,0,0.3481570883814911,Piper,Piper gigantifolium
M. Carvalho-Silva,0,0.6398998245225979,Piper arboreum,Piper arboreum ssp.arboreum
D. Monteiro,1,0.6345303638176161,Piper anisum,Piper anisum
"Guimarães, EF",1,0.5514097200479395,Peperomia corcovadensis,Peperomia corcovadensis
D. Monteiro,1,0.6345303638176161,Piper tuberculatum,Piper tuberculatum
"Machado-Silva, T.",1,0.9143551340758224,Peperomia balansana,Peperomia balansana
"Guimarães, EF",1,0.5514097200479395,Piper divaricatum,Piper divaricatum
R. Callejas Posada,1,0.3481570883814911,Piper anonifolium,Piper anonifolium
D. Monteiro,1,0.6345303638176161,Peperomia blanda,Peperomia blanda
"Callejas, R",1,0.3765992969677145,Piper caldense,Piper caldense
M. Carvalho-Silva,1,0.6398998245225979,Piper crassinervium,Piper crassinervium
"Callejas, R",0,0.3765992969677145,Piper,Piper carniconnectivum
"Callejas, R",1,0.3765992969677145,Piper hispidum,Piper hispidum
"Guimarães, EF",1,0.5514097200479395,Piper consanguineum,Piper consanguineum
"Guimarães, EF",0,0.5514097200479395,Peperomia glabella,Peperomia glabella glabella
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia elongata,Peperomia elongata
M. Carvalho-Silva,1,0.6398998245225979,Peperomia gardneriana,Peperomia gardneriana
"Callejas, R",1,0.3765992969677145,Ottonia hoehnei,Ottonia hoehnei
"Guimarães, EF",0,0.5514097200479395,Peperomia glabella,Peperomia glabella glabella
"Carvalho-Silva, M",0,0.6647044240526462,Piper,Piper lepturum
T. G. Yuncker,1,0.3560215930235693,Piper hispidum,Piper hispidum
"Guimarães, EF",1,0.5514097200479395,Piper crassinervium,Piper crassinervium
"Machado-Silva, T.",1,0.9143551340758224,Peperomia pereskiaefolia,Peperomia pereskiaefolia
T. G. Yuncker,1,0.3560215930235693,Peperomia glazioui,Peperomia glazioui
"Carvalho-Silva, M",1,0.6647044240526462,Peperomia pseudoestrellensis,Peperomia pseudoestrellensis
"Callejas, R",0,0.3765992969677145,Piper,Piper ilheusense
"Guimarães, EF",1,0.5514097200479395,Piper crassinervium,Piper crassinervium
"Callejas, R",1,0.3765992969677145,Peperomia barbarana,Peperomia barbarana
R. Callejas Posada,1,0.3481570883814911,Pothomorphe peltata,Pothomorphe peltata
"Callejas, R",1,0.3765992969677145,Piper amplum,Piper amplum
"Carvalho-Silva, M",0,0.6647044240526462,Piper arboreum,Piper arboreum tuberculatum
"Callejas, R",1,0.3765992969677145,Piper divaricatum,Piper divaricatum
"Guimarães, EF",1,0.5514097200479395,Piper umbellatum,Piper umbellatum
M. Carvalho-Silva,1,0.6398998245225979,Piper xylosteoides,Piper xylosteoides
"Callejas, R",1,0.3765992969677145,Piper glabratum,Piper glabratum
"Machado-Silva, T.",1,0.9143551340758224,Peperomia trineuroides,Peperomia trineuroides
"Callejas, R",0,0.3765992969677145,Piper,Piper glabrescens caparonum
"Guimarães, EF",0,0.5514097200479395,Piper arboreum,Piper arboreum var. arboreum
"Carvalho-Silva, M",1,0.6647044240526462,Piper anisum,Piper anisum
"Callejas, R",0,0.3765992969677145,Piper,Piper gurupanum
"Guimarães, EF",1,0.5514097200479395,Piper fuligineum,Piper fuligineum
M. Carvalho-Silva,1,0.6398998245225979,Peperomia tetraphylla,Peperomia tetraphylla
R. Callejas Posada,1,0.3481570883814911,Piper anisum,Piper anisum
"Guimarães, EF",1,0.5514097200479395,Piper peltatum,Piper peltatum
D. Monteiro,1,0.6345303638176161,Peperomia augescens,Peperomia augescens
T. G. Yuncker,0,0.3560215930235693,Piper marginatum,Piper marginatum var.catalpifolium
"Guimarães, EF",1,0.5514097200479395,Piper tuberculatum,Piper tuberculatum
T. G. Yuncker,1,0.3560215930235693,Piper dilatatum,Piper dilatatum
D. Monteiro,1,0.6345303638176161,Peperomia rotundifolia,Peperomia rotundifolia
"Carvalho-Silva, M",1,0.6647044240526462,Piper aduncum,Piper aduncum
"Machado-Silva, T.",1,0.9143551340758224,Peperomia tetraphylla,Peperomia tetraphylla
D. Monteiro,1,0.6345303638176161,Peperomia alata,Peperomia alata
"Callejas, R",1,0.3765992969677145,Piper glabratum,Piper glabratum
M. Carvalho-Silva,1,0.6398998245225979,Piper aduncum,Piper aduncum
M. Carvalho-Silva,1,0.6398998245225979,Peperomia obtusifolia,Peperomia obtusifolia
"Guimarães, EF",0,0.5514097200479395,Peperomia tetraphylla,Peperomia tetraphylla tetraphylla
"Guimarães, EF",1,0.5514097200479395,Piper aduncum,Piper aduncum
"Marcusso, GM",1,0.49650351640644386,Peperomia glabella,Peperomia glabella
R. Callejas Posada,0,0.3481570883814911,Piper ovatum,Piper ovatum boucheanum
George Azevedo de Queiroz,0,0.45407715773045076,Piper,Piper lepturum angustifolium
"Carvalho-Silva, M",1,0.6647044240526462,Piper crassinervium,Piper crassinervium
"Guimarães, EF",0,0.5514097200479395,Piper,Piper klotzschianum
T. G. Yuncker,1,0.3560215930235693,Piper xylosteoides,Piper xylosteoides
"Guimarães, EF",1,0.5514097200479395,Piper rivinoides,Piper rivinoides
M. Carvalho-Silva,1,0.6398998245225979,Peperomia circinnata,Peperomia circinnata
"Carvalho-Silva, M",1,0.6647044240526462,Piper anisum,Piper anisum
"Guimarães, EF",1,0.5514097200479395,Piper mikanianum,Piper mikanianum
"Callejas, R",1,0.3765992969677145,Piper cuyabanum,Piper cuyabanum
R. Callejas Posada,1,0.3481570883814911,Piper bartlingianum,Piper bartlingianum
"Guimarães, EF",1,0.5514097200479395,Peperomia gardneriana,Peperomia gardneriana
T. G. Yuncker,0,0.3560215930235693,Piper amalago,Piper amalago ceanothifolium
"Callejas, R",1,0.3765992969677145,Piper hostmannianum,Piper hostmannianum
"Guimarães, EF",1,0.5514097200479395,Piper consanguineum,Piper consanguineum
R. Callejas Posada,0,0.3481570883814911,Piper,Piper poiteanum
R. Callejas Posada,1,0.3481570883814911,Piper dilatatum,Piper dilatatum
"Machado-Silva, T.",1,0.9143551340758224,Piper regnellii,Piper regnellii
T. G. Yuncker,1,0.3560215930235693,Piper arboreum,Piper arboreum
"Callejas, R",1,0.3765992969677145,Piper arboreum,Piper arboreum
T. G. Yuncker,1,0.3560215930235693,Piper dumosum,Piper dumosum
"Guimarães, EF",1,0.5514097200479395,Piper miquelianum,Piper miquelianum
"Callejas, R",0,0.3765992969677145,Piper miquelianum,Piper miquelianum miquelianum
M. Carvalho-Silva,1,0.6398998245225979,Piper aduncum,Piper aduncum
M. Carvalho-Silva,1,0.6398998245225979,Peperomia magnoliifolia,Peperomia magnoliifolia
"Carvalho-Silva, M",0,0.6647044240526462,Piper arboreum,Piper arboreum arboreum
T. G. Yuncker,1,0.3560215930235693,Piper gaudichaudianum,Piper gaudichaudianum
D. Monteiro,1,0.6345303638176161,Piper caldense,Piper caldense
"Carvalho-Silva, M",1,0.6647044240526462,Piper arboreum,Piper arboreum
